"time";"M";"lac";"mu";"K";"gam";"laa";"x_s";"x_nonend"
6,15;1000;0,5;2;10;0,01;2;0,05;0,1
6,15;1000;1;2;10;0,01;2;0,05;0,1
6,15;1000;2;2;10;0,01;2;0,05;0,1
6,15;1000;0,5;0,5;40;0,01;2;0,05;0,1
6,15;1000;1;0,5;40;0,01;2;0,05;0,1
6,15;1000;2;0,5;40;0,01;2;0,05;0,1
6,15;1000;0,5;1;40;0,01;2;0,05;0,1
6,15;1000;1;1;40;0,01;2;0,05;0,1
6,15;1000;2;1;40;0,01;2;0,05;0,1
6,15;1000;0,5;2;40;0,01;2;0,05;0,1
6,15;1000;1;2;40;0,01;2;0,05;0,1
6,15;1000;2;2;40;0,01;2;0,05;0,1
6,15;1000;0,5;0,5;Inf;0,01;2;0,05;0,1
6,15;1000;1;0,5;Inf;0,01;2;0,05;0,1
6,15;1000;2;0,5;Inf;0,01;2;0,05;0,1
6,15;1000;0,5;1;Inf;0,01;2;0,05;0,1
6,15;1000;1;1;Inf;0,01;2;0,05;0,1
6,15;1000;2;1;Inf;0,01;2;0,05;0,1
6,15;1000;0,5;2;Inf;0,01;2;0,05;0,1
6,15;1000;1;2;Inf;0,01;2;0,05;0,1
6,15;1000;2;2;Inf;0,01;2;0,05;0,1
6,15;1000;0,5;0,5;10;0,05;2;0,05;0,1
6,15;1000;1;0,5;10;0,05;2;0,05;0,1
6,15;1000;2;0,5;10;0,05;2;0,05;0,1
6,15;1000;0,5;1;10;0,05;2;0,05;0,1
6,15;1000;1;1;10;0,05;2;0,05;0,1
6,15;1000;2;1;10;0,05;2;0,05;0,1
6,15;1000;0,5;2;10;0,05;2;0,05;0,1
6,15;1000;1;2;10;0,05;2;0,05;0,1
6,15;1000;2;2;10;0,05;2;0,05;0,1
6,15;1000;0,5;0,5;40;0,05;2;0,05;0,1
6,15;1000;1;0,5;40;0,05;2;0,05;0,1
6,15;1000;2;0,5;40;0,05;2;0,05;0,1
6,15;1000;0,5;1;40;0,05;2;0,05;0,1
6,15;1000;1;1;40;0,05;2;0,05;0,1
6,15;1000;2;1;40;0,05;2;0,05;0,1
6,15;1000;0,5;2;40;0,05;2;0,05;0,1
6,15;1000;1;2;40;0,05;2;0,05;0,1
6,15;1000;2;2;40;0,05;2;0,05;0,1
6,15;1000;0,5;0,5;Inf;0,05;2;0,05;0,1
6,15;1000;1;0,5;Inf;0,05;2;0,05;0,1
6,15;1000;2;0,5;Inf;0,05;2;0,05;0,1
6,15;1000;0,5;1;Inf;0,05;2;0,05;0,1
6,15;1000;1;1;Inf;0,05;2;0,05;0,1
6,15;1000;2;1;Inf;0,05;2;0,05;0,1
6,15;1000;0,5;2;Inf;0,05;2;0,05;0,1
6,15;1000;1;2;Inf;0,05;2;0,05;0,1
6,15;1000;2;2;Inf;0,05;2;0,05;0,1
6,15;1000;0,5;0,5;10;0,1;2;0,05;0,1
6,15;1000;1;0,5;10;0,1;2;0,05;0,1
6,15;1000;2;0,5;10;0,1;2;0,05;0,1
6,15;1000;0,5;1;10;0,1;2;0,05;0,1
6,15;1000;1;1;10;0,1;2;0,05;0,1
6,15;1000;2;1;10;0,1;2;0,05;0,1
6,15;1000;0,5;2;10;0,1;2;0,05;0,1
6,15;1000;1;2;10;0,1;2;0,05;0,1
6,15;1000;2;2;10;0,1;2;0,05;0,1
6,15;1000;0,5;0,5;40;0,1;2;0,05;0,1
6,15;1000;1;0,5;40;0,1;2;0,05;0,1
6,15;1000;2;0,5;40;0,1;2;0,05;0,1
6,15;1000;0,5;1;40;0,1;2;0,05;0,1
6,15;1000;1;1;40;0,1;2;0,05;0,1
6,15;1000;2;1;40;0,1;2;0,05;0,1
6,15;1000;0,5;2;40;0,1;2;0,05;0,1
6,15;1000;1;2;40;0,1;2;0,05;0,1
6,15;1000;2;2;40;0,1;2;0,05;0,1
6,15;1000;0,5;0,5;Inf;0,1;2;0,05;0,1
6,15;1000;1;0,5;Inf;0,1;2;0,05;0,1
6,15;1000;2;0,5;Inf;0,1;2;0,05;0,1
6,15;1000;0,5;1;Inf;0,1;2;0,05;0,1
6,15;1000;1;1;Inf;0,1;2;0,05;0,1
6,15;1000;2;1;Inf;0,1;2;0,05;0,1
6,15;1000;0,5;2;Inf;0,1;2;0,05;0,1
6,15;1000;1;2;Inf;0,1;2;0,05;0,1
6,15;1000;2;2;Inf;0,1;2;0,05;0,1
6,15;1000;0,5;0,5;10;0,01;1;0,1;0,1
6,15;1000;1;0,5;10;0,01;1;0,1;0,1
6,15;1000;2;0,5;10;0,01;1;0,1;0,1
6,15;1000;0,5;1;10;0,01;1;0,1;0,1
6,15;1000;1;1;10;0,01;1;0,1;0,1
6,15;1000;2;1;10;0,01;1;0,1;0,1
6,15;1000;0,5;2;10;0,01;1;0,1;0,1
6,15;1000;1;2;10;0,01;1;0,1;0,1
6,15;1000;2;2;10;0,01;1;0,1;0,1
6,15;1000;0,5;0,5;40;0,01;1;0,1;0,1
6,15;1000;1;0,5;40;0,01;1;0,1;0,1
6,15;1000;2;0,5;40;0,01;1;0,1;0,1
6,15;1000;0,5;1;40;0,01;1;0,1;0,1
6,15;1000;1;1;40;0,01;1;0,1;0,1
6,15;1000;2;1;40;0,01;1;0,1;0,1
6,15;1000;0,5;2;40;0,01;1;0,1;0,1
6,15;1000;1;2;40;0,01;1;0,1;0,1
6,15;1000;2;2;40;0,01;1;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,01;1;0,1;0,1
6,15;1000;1;0,5;Inf;0,01;1;0,1;0,1
6,15;1000;2;0,5;Inf;0,01;1;0,1;0,1
6,15;1000;0,5;1;Inf;0,01;1;0,1;0,1
6,15;1000;1;1;Inf;0,01;1;0,1;0,1
6,15;1000;2;1;Inf;0,01;1;0,1;0,1
6,15;1000;0,5;2;Inf;0,01;1;0,1;0,1
6,15;1000;1;2;Inf;0,01;1;0,1;0,1
6,15;1000;2;2;Inf;0,01;1;0,1;0,1
6,15;1000;0,5;0,5;10;0,05;1;0,1;0,1
6,15;1000;1;0,5;10;0,05;1;0,1;0,1
6,15;1000;2;0,5;10;0,05;1;0,1;0,1
6,15;1000;0,5;1;10;0,05;1;0,1;0,1
6,15;1000;1;1;10;0,05;1;0,1;0,1
6,15;1000;2;1;10;0,05;1;0,1;0,1
6,15;1000;0,5;2;10;0,05;1;0,1;0,1
6,15;1000;1;2;10;0,05;1;0,1;0,1
6,15;1000;2;2;10;0,05;1;0,1;0,1
6,15;1000;0,5;0,5;40;0,05;1;0,1;0,1
6,15;1000;1;0,5;40;0,05;1;0,1;0,1
6,15;1000;2;0,5;40;0,05;1;0,1;0,1
6,15;1000;0,5;1;40;0,05;1;0,1;0,1
6,15;1000;1;1;40;0,05;1;0,1;0,1
6,15;1000;2;1;40;0,05;1;0,1;0,1
6,15;1000;0,5;2;40;0,05;1;0,1;0,1
6,15;1000;1;2;40;0,05;1;0,1;0,1
6,15;1000;2;2;40;0,05;1;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,05;1;0,1;0,1
6,15;1000;1;0,5;Inf;0,05;1;0,1;0,1
6,15;1000;2;0,5;Inf;0,05;1;0,1;0,1
6,15;1000;0,5;1;Inf;0,05;1;0,1;0,1
6,15;1000;1;1;Inf;0,05;1;0,1;0,1
6,15;1000;2;1;Inf;0,05;1;0,1;0,1
6,15;1000;0,5;2;Inf;0,05;1;0,1;0,1
6,15;1000;1;2;Inf;0,05;1;0,1;0,1
6,15;1000;2;2;Inf;0,05;1;0,1;0,1
6,15;1000;0,5;0,5;10;0,1;1;0,1;0,1
6,15;1000;1;0,5;10;0,1;1;0,1;0,1
6,15;1000;2;0,5;10;0,1;1;0,1;0,1
6,15;1000;0,5;1;10;0,1;1;0,1;0,1
6,15;1000;1;1;10;0,1;1;0,1;0,1
6,15;1000;2;1;10;0,1;1;0,1;0,1
6,15;1000;0,5;2;10;0,1;1;0,1;0,1
6,15;1000;1;2;10;0,1;1;0,1;0,1
6,15;1000;2;2;10;0,1;1;0,1;0,1
6,15;1000;0,5;0,5;40;0,1;1;0,1;0,1
6,15;1000;1;0,5;40;0,1;1;0,1;0,1
6,15;1000;2;0,5;40;0,1;1;0,1;0,1
6,15;1000;0,5;1;40;0,1;1;0,1;0,1
6,15;1000;1;1;40;0,1;1;0,1;0,1
6,15;1000;2;1;40;0,1;1;0,1;0,1
6,15;1000;0,5;2;40;0,1;1;0,1;0,1
6,15;1000;1;2;40;0,1;1;0,1;0,1
6,15;1000;2;2;40;0,1;1;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,1;1;0,1;0,1
6,15;1000;1;0,5;Inf;0,1;1;0,1;0,1
6,15;1000;2;0,5;Inf;0,1;1;0,1;0,1
6,15;1000;0,5;1;Inf;0,1;1;0,1;0,1
6,15;1000;1;1;Inf;0,1;1;0,1;0,1
6,15;1000;2;1;Inf;0,1;1;0,1;0,1
6,15;1000;0,5;2;Inf;0,1;1;0,1;0,1
6,15;1000;1;2;Inf;0,1;1;0,1;0,1
6,15;1000;2;2;Inf;0,1;1;0,1;0,1
6,15;1000;0,5;0,5;10;0,01;2;0,1;0,1
6,15;1000;1;0,5;10;0,01;2;0,1;0,1
6,15;1000;2;0,5;10;0,01;2;0,1;0,1
6,15;1000;0,5;1;10;0,01;2;0,1;0,1
6,15;1000;1;1;10;0,01;2;0,1;0,1
6,15;1000;2;1;10;0,01;2;0,1;0,1
6,15;1000;0,5;2;10;0,01;2;0,1;0,1
6,15;1000;1;2;10;0,01;2;0,1;0,1
6,15;1000;2;2;10;0,01;2;0,1;0,1
6,15;1000;0,5;0,5;40;0,01;2;0,1;0,1
6,15;1000;1;0,5;40;0,01;2;0,1;0,1
6,15;1000;2;0,5;40;0,01;2;0,1;0,1
6,15;1000;0,5;1;40;0,01;2;0,1;0,1
6,15;1000;1;1;40;0,01;2;0,1;0,1
6,15;1000;2;1;40;0,01;2;0,1;0,1
6,15;1000;0,5;2;40;0,01;2;0,1;0,1
6,15;1000;1;2;40;0,01;2;0,1;0,1
6,15;1000;2;2;40;0,01;2;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,01;2;0,1;0,1
6,15;1000;1;0,5;Inf;0,01;2;0,1;0,1
6,15;1000;2;0,5;Inf;0,01;2;0,1;0,1
6,15;1000;0,5;1;Inf;0,01;2;0,1;0,1
6,15;1000;1;1;Inf;0,01;2;0,1;0,1
6,15;1000;2;1;Inf;0,01;2;0,1;0,1
6,15;1000;0,5;2;Inf;0,01;2;0,1;0,1
6,15;1000;1;2;Inf;0,01;2;0,1;0,1
6,15;1000;2;2;Inf;0,01;2;0,1;0,1
6,15;1000;0,5;0,5;10;0,05;2;0,1;0,1
6,15;1000;1;0,5;10;0,05;2;0,1;0,1
6,15;1000;2;0,5;10;0,05;2;0,1;0,1
6,15;1000;0,5;1;10;0,05;2;0,1;0,1
6,15;1000;1;1;10;0,05;2;0,1;0,1
6,15;1000;2;1;10;0,05;2;0,1;0,1
6,15;1000;0,5;2;10;0,05;2;0,1;0,1
6,15;1000;1;2;10;0,05;2;0,1;0,1
6,15;1000;2;2;10;0,05;2;0,1;0,1
6,15;1000;0,5;0,5;40;0,05;2;0,1;0,1
6,15;1000;1;0,5;40;0,05;2;0,1;0,1
6,15;1000;2;0,5;40;0,05;2;0,1;0,1
6,15;1000;0,5;1;40;0,05;2;0,1;0,1
6,15;1000;1;1;40;0,05;2;0,1;0,1
6,15;1000;2;1;40;0,05;2;0,1;0,1
6,15;1000;0,5;2;40;0,05;2;0,1;0,1
6,15;1000;1;2;40;0,05;2;0,1;0,1
6,15;1000;2;2;40;0,05;2;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,05;2;0,1;0,1
6,15;1000;1;0,5;Inf;0,05;2;0,1;0,1
6,15;1000;2;0,5;Inf;0,05;2;0,1;0,1
6,15;1000;0,5;1;Inf;0,05;2;0,1;0,1
6,15;1000;1;1;Inf;0,05;2;0,1;0,1
6,15;1000;2;1;Inf;0,05;2;0,1;0,1
6,15;1000;0,5;2;Inf;0,05;2;0,1;0,1
6,15;1000;1;2;Inf;0,05;2;0,1;0,1
6,15;1000;2;2;Inf;0,05;2;0,1;0,1
6,15;1000;0,5;0,5;10;0,1;2;0,1;0,1
6,15;1000;1;0,5;10;0,1;2;0,1;0,1
6,15;1000;2;0,5;10;0,1;2;0,1;0,1
6,15;1000;0,5;1;10;0,1;2;0,1;0,1
6,15;1000;1;1;10;0,1;2;0,1;0,1
6,15;1000;2;1;10;0,1;2;0,1;0,1
6,15;1000;0,5;2;10;0,1;2;0,1;0,1
6,15;1000;1;2;10;0,1;2;0,1;0,1
6,15;1000;2;2;10;0,1;2;0,1;0,1
6,15;1000;0,5;0,5;40;0,1;2;0,1;0,1
6,15;1000;1;0,5;40;0,1;2;0,1;0,1
6,15;1000;2;0,5;40;0,1;2;0,1;0,1
6,15;1000;0,5;1;40;0,1;2;0,1;0,1
6,15;1000;1;1;40;0,1;2;0,1;0,1
6,15;1000;2;1;40;0,1;2;0,1;0,1
6,15;1000;0,5;2;40;0,1;2;0,1;0,1
6,15;1000;1;2;40;0,1;2;0,1;0,1
6,15;1000;2;2;40;0,1;2;0,1;0,1
6,15;1000;0,5;0,5;Inf;0,1;2;0,1;0,1
6,15;1000;1;0,5;Inf;0,1;2;0,1;0,1
6,15;1000;2;0,5;Inf;0,1;2;0,1;0,1
6,15;1000;0,5;1;Inf;0,1;2;0,1;0,1
6,15;1000;1;1;Inf;0,1;2;0,1;0,1
6,15;1000;2;1;Inf;0,1;2;0,1;0,1
6,15;1000;0,5;2;Inf;0,1;2;0,1;0,1
6,15;1000;1;2;Inf;0,1;2;0,1;0,1
6,15;1000;2;2;Inf;0,1;2;0,1;0,1
6,15;1000;0,5;0,5;10;0,01;1;0,2;0,1
6,15;1000;1;0,5;10;0,01;1;0,2;0,1
6,15;1000;2;0,5;10;0,01;1;0,2;0,1
6,15;1000;0,5;1;10;0,01;1;0,2;0,1
6,15;1000;1;1;10;0,01;1;0,2;0,1
6,15;1000;2;1;10;0,01;1;0,2;0,1
6,15;1000;0,5;2;10;0,01;1;0,2;0,1
6,15;1000;1;2;10;0,01;1;0,2;0,1
6,15;1000;2;2;10;0,01;1;0,2;0,1
6,15;1000;0,5;0,5;40;0,01;1;0,2;0,1
6,15;1000;1;0,5;40;0,01;1;0,2;0,1
6,15;1000;2;0,5;40;0,01;1;0,2;0,1
6,15;1000;0,5;1;40;0,01;1;0,2;0,1
6,15;1000;1;1;40;0,01;1;0,2;0,1
6,15;1000;2;1;40;0,01;1;0,2;0,1
6,15;1000;0,5;2;40;0,01;1;0,2;0,1
6,15;1000;1;2;40;0,01;1;0,2;0,1
6,15;1000;2;2;40;0,01;1;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,01;1;0,2;0,1
6,15;1000;1;0,5;Inf;0,01;1;0,2;0,1
6,15;1000;2;0,5;Inf;0,01;1;0,2;0,1
6,15;1000;0,5;1;Inf;0,01;1;0,2;0,1
6,15;1000;1;1;Inf;0,01;1;0,2;0,1
6,15;1000;2;1;Inf;0,01;1;0,2;0,1
6,15;1000;0,5;2;Inf;0,01;1;0,2;0,1
6,15;1000;1;2;Inf;0,01;1;0,2;0,1
6,15;1000;2;2;Inf;0,01;1;0,2;0,1
6,15;1000;0,5;0,5;10;0,05;1;0,2;0,1
6,15;1000;1;0,5;10;0,05;1;0,2;0,1
6,15;1000;2;0,5;10;0,05;1;0,2;0,1
6,15;1000;0,5;1;10;0,05;1;0,2;0,1
6,15;1000;1;1;10;0,05;1;0,2;0,1
6,15;1000;2;1;10;0,05;1;0,2;0,1
6,15;1000;0,5;2;10;0,05;1;0,2;0,1
6,15;1000;1;2;10;0,05;1;0,2;0,1
6,15;1000;2;2;10;0,05;1;0,2;0,1
6,15;1000;0,5;0,5;40;0,05;1;0,2;0,1
6,15;1000;1;0,5;40;0,05;1;0,2;0,1
6,15;1000;2;0,5;40;0,05;1;0,2;0,1
6,15;1000;0,5;1;40;0,05;1;0,2;0,1
6,15;1000;1;1;40;0,05;1;0,2;0,1
6,15;1000;2;1;40;0,05;1;0,2;0,1
6,15;1000;0,5;2;40;0,05;1;0,2;0,1
6,15;1000;1;2;40;0,05;1;0,2;0,1
6,15;1000;2;2;40;0,05;1;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,05;1;0,2;0,1
6,15;1000;1;0,5;Inf;0,05;1;0,2;0,1
6,15;1000;2;0,5;Inf;0,05;1;0,2;0,1
6,15;1000;0,5;1;Inf;0,05;1;0,2;0,1
6,15;1000;1;1;Inf;0,05;1;0,2;0,1
6,15;1000;2;1;Inf;0,05;1;0,2;0,1
6,15;1000;0,5;2;Inf;0,05;1;0,2;0,1
6,15;1000;1;2;Inf;0,05;1;0,2;0,1
6,15;1000;2;2;Inf;0,05;1;0,2;0,1
6,15;1000;0,5;0,5;10;0,1;1;0,2;0,1
6,15;1000;1;0,5;10;0,1;1;0,2;0,1
6,15;1000;2;0,5;10;0,1;1;0,2;0,1
6,15;1000;0,5;1;10;0,1;1;0,2;0,1
6,15;1000;1;1;10;0,1;1;0,2;0,1
6,15;1000;2;1;10;0,1;1;0,2;0,1
6,15;1000;0,5;2;10;0,1;1;0,2;0,1
6,15;1000;1;2;10;0,1;1;0,2;0,1
6,15;1000;2;2;10;0,1;1;0,2;0,1
6,15;1000;0,5;0,5;40;0,1;1;0,2;0,1
6,15;1000;1;0,5;40;0,1;1;0,2;0,1
6,15;1000;2;0,5;40;0,1;1;0,2;0,1
6,15;1000;0,5;1;40;0,1;1;0,2;0,1
6,15;1000;1;1;40;0,1;1;0,2;0,1
6,15;1000;2;1;40;0,1;1;0,2;0,1
6,15;1000;0,5;2;40;0,1;1;0,2;0,1
6,15;1000;1;2;40;0,1;1;0,2;0,1
6,15;1000;2;2;40;0,1;1;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,1;1;0,2;0,1
6,15;1000;1;0,5;Inf;0,1;1;0,2;0,1
6,15;1000;2;0,5;Inf;0,1;1;0,2;0,1
6,15;1000;0,5;1;Inf;0,1;1;0,2;0,1
6,15;1000;1;1;Inf;0,1;1;0,2;0,1
6,15;1000;2;1;Inf;0,1;1;0,2;0,1
6,15;1000;0,5;2;Inf;0,1;1;0,2;0,1
6,15;1000;1;2;Inf;0,1;1;0,2;0,1
6,15;1000;2;2;Inf;0,1;1;0,2;0,1
6,15;1000;0,5;0,5;10;0,01;2;0,2;0,1
6,15;1000;1;0,5;10;0,01;2;0,2;0,1
6,15;1000;2;0,5;10;0,01;2;0,2;0,1
6,15;1000;0,5;1;10;0,01;2;0,2;0,1
6,15;1000;1;1;10;0,01;2;0,2;0,1
6,15;1000;2;1;10;0,01;2;0,2;0,1
6,15;1000;0,5;2;10;0,01;2;0,2;0,1
6,15;1000;1;2;10;0,01;2;0,2;0,1
6,15;1000;2;2;10;0,01;2;0,2;0,1
6,15;1000;0,5;0,5;40;0,01;2;0,2;0,1
6,15;1000;1;0,5;40;0,01;2;0,2;0,1
6,15;1000;2;0,5;40;0,01;2;0,2;0,1
6,15;1000;0,5;1;40;0,01;2;0,2;0,1
6,15;1000;1;1;40;0,01;2;0,2;0,1
6,15;1000;2;1;40;0,01;2;0,2;0,1
6,15;1000;0,5;2;40;0,01;2;0,2;0,1
6,15;1000;1;2;40;0,01;2;0,2;0,1
6,15;1000;2;2;40;0,01;2;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,01;2;0,2;0,1
6,15;1000;1;0,5;Inf;0,01;2;0,2;0,1
6,15;1000;2;0,5;Inf;0,01;2;0,2;0,1
6,15;1000;0,5;1;Inf;0,01;2;0,2;0,1
6,15;1000;1;1;Inf;0,01;2;0,2;0,1
6,15;1000;2;1;Inf;0,01;2;0,2;0,1
6,15;1000;0,5;2;Inf;0,01;2;0,2;0,1
6,15;1000;1;2;Inf;0,01;2;0,2;0,1
6,15;1000;2;2;Inf;0,01;2;0,2;0,1
6,15;1000;0,5;0,5;10;0,05;2;0,2;0,1
6,15;1000;1;0,5;10;0,05;2;0,2;0,1
6,15;1000;2;0,5;10;0,05;2;0,2;0,1
6,15;1000;0,5;1;10;0,05;2;0,2;0,1
6,15;1000;1;1;10;0,05;2;0,2;0,1
6,15;1000;2;1;10;0,05;2;0,2;0,1
6,15;1000;0,5;2;10;0,05;2;0,2;0,1
6,15;1000;1;2;10;0,05;2;0,2;0,1
6,15;1000;2;2;10;0,05;2;0,2;0,1
6,15;1000;0,5;0,5;40;0,05;2;0,2;0,1
6,15;1000;1;0,5;40;0,05;2;0,2;0,1
6,15;1000;2;0,5;40;0,05;2;0,2;0,1
6,15;1000;0,5;1;40;0,05;2;0,2;0,1
6,15;1000;1;1;40;0,05;2;0,2;0,1
6,15;1000;2;1;40;0,05;2;0,2;0,1
6,15;1000;0,5;2;40;0,05;2;0,2;0,1
6,15;1000;1;2;40;0,05;2;0,2;0,1
6,15;1000;2;2;40;0,05;2;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,05;2;0,2;0,1
6,15;1000;1;0,5;Inf;0,05;2;0,2;0,1
6,15;1000;2;0,5;Inf;0,05;2;0,2;0,1
6,15;1000;0,5;1;Inf;0,05;2;0,2;0,1
6,15;1000;1;1;Inf;0,05;2;0,2;0,1
6,15;1000;2;1;Inf;0,05;2;0,2;0,1
6,15;1000;0,5;2;Inf;0,05;2;0,2;0,1
6,15;1000;1;2;Inf;0,05;2;0,2;0,1
6,15;1000;2;2;Inf;0,05;2;0,2;0,1
6,15;1000;0,5;0,5;10;0,1;2;0,2;0,1
6,15;1000;1;0,5;10;0,1;2;0,2;0,1
6,15;1000;2;0,5;10;0,1;2;0,2;0,1
6,15;1000;0,5;1;10;0,1;2;0,2;0,1
6,15;1000;1;1;10;0,1;2;0,2;0,1
6,15;1000;2;1;10;0,1;2;0,2;0,1
6,15;1000;0,5;2;10;0,1;2;0,2;0,1
6,15;1000;1;2;10;0,1;2;0,2;0,1
6,15;1000;2;2;10;0,1;2;0,2;0,1
6,15;1000;0,5;0,5;40;0,1;2;0,2;0,1
6,15;1000;1;0,5;40;0,1;2;0,2;0,1
6,15;1000;2;0,5;40;0,1;2;0,2;0,1
6,15;1000;0,5;1;40;0,1;2;0,2;0,1
6,15;1000;1;1;40;0,1;2;0,2;0,1
6,15;1000;2;1;40;0,1;2;0,2;0,1
6,15;1000;0,5;2;40;0,1;2;0,2;0,1
6,15;1000;1;2;40;0,1;2;0,2;0,1
6,15;1000;2;2;40;0,1;2;0,2;0,1
6,15;1000;0,5;0,5;Inf;0,1;2;0,2;0,1
6,15;1000;1;0,5;Inf;0,1;2;0,2;0,1
6,15;1000;2;0,5;Inf;0,1;2;0,2;0,1
6,15;1000;0,5;1;Inf;0,1;2;0,2;0,1
6,15;1000;1;1;Inf;0,1;2;0,2;0,1
6,15;1000;2;1;Inf;0,1;2;0,2;0,1
6,15;1000;0,5;2;Inf;0,1;2;0,2;0,1
6,15;1000;1;2;Inf;0,1;2;0,2;0,1
6,15;1000;2;2;Inf;0,1;2;0,2;0,1
6,15;1000;0,5;0,5;10;0,01;1;0,05;0,5
6,15;1000;1;0,5;10;0,01;1;0,05;0,5
6,15;1000;2;0,5;10;0,01;1;0,05;0,5
6,15;1000;0,5;1;10;0,01;1;0,05;0,5
6,15;1000;1;1;10;0,01;1;0,05;0,5
6,15;1000;2;1;10;0,01;1;0,05;0,5
6,15;1000;0,5;2;10;0,01;1;0,05;0,5
6,15;1000;1;2;10;0,01;1;0,05;0,5
6,15;1000;2;2;10;0,01;1;0,05;0,5
6,15;1000;0,5;0,5;40;0,01;1;0,05;0,5
6,15;1000;1;0,5;40;0,01;1;0,05;0,5
6,15;1000;2;0,5;40;0,01;1;0,05;0,5
6,15;1000;0,5;1;40;0,01;1;0,05;0,5
6,15;1000;1;1;40;0,01;1;0,05;0,5
6,15;1000;2;1;40;0,01;1;0,05;0,5
6,15;1000;0,5;2;40;0,01;1;0,05;0,5
6,15;1000;1;2;40;0,01;1;0,05;0,5
6,15;1000;2;2;40;0,01;1;0,05;0,5
6,15;1000;0,5;0,5;Inf;0,01;1;0,05;0,5
6,15;1000;1;0,5;Inf;0,01;1;0,05;0,5
6,15;1000;2;0,5;Inf;0,01;1;0,05;0,5
6,15;1000;0,5;1;Inf;0,01;1;0,05;0,5
6,15;1000;1;1;Inf;0,01;1;0,05;0,5
6,15;1000;2;1;Inf;0,01;1;0,05;0,5
6,15;1000;0,5;2;Inf;0,01;1;0,05;0,5
6,15;1000;1;2;Inf;0,01;1;0,05;0,5
6,15;1000;2;2;Inf;0,01;1;0,05;0,5
6,15;1000;0,5;0,5;10;0,05;1;0,05;0,5
6,15;1000;1;0,5;10;0,05;1;0,05;0,5
6,15;1000;2;0,5;10;0,05;1;0,05;0,5
6,15;1000;0,5;1;10;0,05;1;0,05;0,5
6,15;1000;1;1;10;0,05;1;0,05;0,5
6,15;1000;2;1;10;0,05;1;0,05;0,5
6,15;1000;0,5;2;10;0,05;1;0,05;0,5
6,15;1000;1;2;10;0,05;1;0,05;0,5
6,15;1000;2;2;10;0,05;1;0,05;0,5
6,15;1000;0,5;0,5;40;0,05;1;0,05;0,5
6,15;1000;1;0,5;40;0,05;1;0,05;0,5
6,15;1000;2;0,5;40;0,05;1;0,05;0,5
6,15;1000;0,5;1;40;0,05;1;0,05;0,5
6,15;1000;1;1;40;0,05;1;0,05;0,5
6,15;1000;2;1;40;0,05;1;0,05;0,5
6,15;1000;0,5;2;40;0,05;1;0,05;0,5
6,15;1000;1;2;40;0,05;1;0,05;0,5
6,15;1000;2;2;40;0,05;1;0,05;0,5
6,15;1000;0,5;0,5;Inf;0,05;1;0,05;0,5
6,15;1000;1;0,5;Inf;0,05;1;0,05;0,5
6,15;1000;2;0,5;Inf;0,05;1;0,05;0,5
6,15;1000;0,5;1;Inf;0,05;1;0,05;0,5
6,15;1000;1;1;Inf;0,05;1;0,05;0,5
6,15;1000;2;1;Inf;0,05;1;0,05;0,5
6,15;1000;0,5;2;Inf;0,05;1;0,05;0,5
6,15;1000;1;2;Inf;0,05;1;0,05;0,5
6,15;1000;2;2;Inf;0,05;1;0,05;0,5
6,15;1000;0,5;0,5;10;0,1;1;0,05;0,5
6,15;1000;1;0,5;10;0,1;1;0,05;0,5
6,15;1000;2;0,5;10;0,1;1;0,05;0,5
6,15;1000;0,5;1;10;0,1;1;0,05;0,5
6,15;1000;1;1;10;0,1;1;0,05;0,5
6,15;1000;2;1;10;0,1;1;0,05;0,5
6,15;1000;0,5;2;10;0,1;1;0,05;0,5
6,15;1000;1;2;10;0,1;1;0,05;0,5
6,15;1000;2;2;10;0,1;1;0,05;0,5
6,15;1000;0,5;0,5;40;0,1;1;0,05;0,5
6,15;1000;1;0,5;40;0,1;1;0,05;0,5
6,15;1000;2;0,5;40;0,1;1;0,05;0,5
6,15;1000;0,5;1;40;0,1;1;0,05;0,5
6,15;1000;1;1;40;0,1;1;0,05;0,5
6,15;1000;2;1;40;0,1;1;0,05;0,5
6,15;1000;0,5;2;40;0,1;1;0,05;0,5
6,15;1000;1;2;40;0,1;1;0,05;0,5
6,15;1000;2;2;40;0,1;1;0,05;0,5
6,15;1000;0,5;0,5;Inf;0,1;1;0,05;0,5
6,15;1000;1;0,5;Inf;0,1;1;0,05;0,5
6,15;1000;2;0,5;Inf;0,1;1;0,05;0,5
6,15;1000;0,5;1;Inf;0,1;1;0,05;0,5
6,15;1000;1;1;Inf;0,1;1;0,05;0,5
6,15;1000;2;1;Inf;0,1;1;0,05;0,5
6,15;1000;0,5;2;Inf;0,1;1;0,05;0,5
6,15;1000;1;2;Inf;0,1;1;0,05;0,5
6,15;1000;2;2;Inf;0,1;1;0,05;0,5
6,15;1000;0,5;0,5;10;0,01;2;0,05;0,5
